Step,Current Stock Price,Action,Buy and Hold Portfolio Value,DQN Agent Portfolio Value
425,426.494,5,52708.48172145976,52592.33299999998
426,426.345,5,52690.06747934499,52580.263999999974
427,426.405,7,52697.48261039791,52585.72399999997
428,426.395,7,52696.24675522242,52584.90399999997
429,426.365,5,52692.53918969596,52582.68399999998
430,426.345,7,52690.06747934499,52580.96399999998
431,426.345,7,52690.06747934499,52580.96399999998
432,426.355,8,52691.303334520475,52581.67399999998
433,426.345,0,52690.06747934499,52581.06399999998
434,426.39,7,52695.628827634675,52583.80899999998
435,426.405,7,52697.48261039791,52584.63399999998
436,426.415,5,52698.7184655734,52585.13399999998
437,426.415,7,52698.7184655734,52585.13399999998
438,426.375,9,52693.77504487145,52582.65399999998
439,426.375,7,52693.77504487145,52582.65399999998
440,426.335,5,52688.83162416949,52580.85399999998
441,426.34,7,52689.449551757236,52581.173999999985
442,426.375,8,52693.77504487145,52583.20399999998
443,426.375,3,52693.77504487145,52583.20399999998
444,426.375,10,52693.77504487145,52583.20399999998
445,426.375,5,52693.77504487145,52583.20399999998
446,426.415,7,52698.7184655734,52585.76399999998
447,426.335,6,52688.83162416949,52581.12399999998
448,426.375,7,52693.77504487145,52583.36399999999
449,426.375,2,52693.77504487145,52583.36399999999
450,426.375,7,52693.77504487145,52583.36399999999
451,426.375,7,52693.77504487145,52583.36399999999
452,426.365,0,52692.53918969596,52582.883999999984
453,426.335,1,52688.83162416949,52581.44399999998
454,426.365,5,52692.53918969596,52582.97399999999
455,426.315,1,52686.359913818516,52579.52399999998
456,426.275,7,52681.416493116565,52576.68399999998
457,426.275,7,52681.416493116565,52576.68399999998
458,426.29,7,52683.270275879804,52577.55399999998
459,426.29,7,52683.270275879804,52577.55399999999
460,426.29,8,52683.270275879804,52577.55399999999
461,426.305,4,52685.12405864303,52578.16899999998
462,426.305,7,52685.12405864303,52578.16899999998
463,426.265,5,52680.18063794108,52576.08899999998
464,426.29,9,52683.270275879804,52577.813999999984
465,426.25,7,52678.326855177846,52575.57399999998
466,426.265,2,52680.18063794108,52576.33899999998
467,426.235,3,52676.473072414614,52574.59899999999
468,426.225,0,52675.237217239126,52573.92899999998
469,426.265,3,52680.18063794108,52576.60899999998
470,426.185,10,52670.293796537175,52570.60899999998
471,426.265,7,52680.18063794108,52575.16899999998
472,426.265,5,52680.18063794108,52575.16899999998
473,426.215,2,52674.00136206364,52571.71899999998
474,426.265,0,52680.18063794108,52575.41899999998
475,426.245,7,52677.7089275901,52573.938999999984
476,426.175,5,52669.05794136169,52569.24899999998
477,426.215,10,52674.00136206364,52572.48899999999
478,426.265,5,52680.18063794108,52575.53899999998
479,426.265,9,52680.18063794108,52575.53899999998
480,426.255,3,52678.94478276559,52574.92899999998
481,426.245,7,52677.7089275901,52574.228999999985
482,426.165,5,52667.8220861862,52569.188999999984
